V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q13,Q3,Q12,Q4,Q10,Q6_1,Q6_2,Q6_3,Q6_3_TEXT,Q6_4,Q5_1,Q5_2,Q5_3,Q5_3_TEXT,Q5_5,Q5_8,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3PM2bBzZkxst4cU,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:12:35,2016-07-15 15:13:56,1,3,78,3,1,2,2,,,,1,"The age and sex of the patients were documented. The GT group comprised 13 male and 17 female knee joints and the RG group 10 male and 20 female knee joints (n.s.). The average age of the patients in the GT group was 65.2 ± 7.8 (52–77) years. In the RG group, the patients were on aver- age 68.2 ± 10.1 (49–87) years old (n.s.).",,,,,,,,44.804595947266,-93.137100219727,-1,
R_3shSFoeDn2ZEvJY,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:24:28,2016-07-15 15:32:04,1,3,89,3,1,2,1,,,,1,A total of 97 participants participated in this study. Their characteristics are presented in Table 1. No significant / differences in characteristics were found between groups.,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1me1MWStaAMjQsq,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:34:20,2016-07-15 15:37:13,1,3,92,3,1,2,1,"There were no significant differences in the characteristics of the drug groups at baseline, except for testosterone, which was higher in GnRHAG PL",,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1gwGimYcjZzr4b4,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:37:16,2016-07-15 15:38:18,1,3,93,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_vl64ph4TkJf5j9L,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:38:19,2016-07-15 15:39:13,1,3,95,3,1,3,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2WNljSI871b8Lx9,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:39:16,2016-07-15 15:42:06,1,3,96,3,1,3,1,,,,1,"Therefore, the Student t test was used to analyze the statistical significance of age, ROM, and Htc values between the groups. Analyses for nonnormally distributed data were conducted using the nonparametric Mann-Whitney U test. Sex and hemarthrosis were analyzed using the Fisher exact test and the Fisher-Freeman-Halton exact test, respectively.",,,1,,,,,44.804595947266,-93.137100219727,-1,
R_32YiA5UtjYyA5NG,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:44:33,2016-07-15 15:45:51,1,3,99,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2TTw0tVOv8bTJUG,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:45:53,2016-07-15 15:46:49,1,3,102,3,5,,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2VPwCmSZ8x724ln,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:46:52,2016-07-15 15:49:21,1,3,103,3,1,1,1,"There was no difference between groups according to gender, knee side, age and time from trauma to surgery (Table 1).",,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_11bSahUp951YUKJ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:49:22,2016-07-15 15:50:39,1,3,105,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2ROm09yoBEG9Lz5,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:50:43,2016-07-15 15:53:40,1,3,106,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2BwFdSiSNH9KDcd,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 15:53:41,2016-07-15 15:57:39,1,3,108,3,1,1,2,"Descriptive statistics were used to summarize values of force, section and tension ratios in all groups. Before the inter-group statistical comparison for the biomechanical outcomes, tests for normality (using the Shapiro–Wilk test) and homogeneity of variances (using the Levene test) were conducted.",,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1NCj7rj764t1oQo,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 17:43:43,2016-07-15 17:50:07,1,3,112,3,1,2,2,"I believe there is no baseline characteristics table measuring age, BMI, sex...however the authors do mention statistically looking at differences at baseline for kinematic factors",,,1,"Differences between groups at baseline were determined using a multivariate ANOVA. To determine differences between groups (VIS, VER, CTRL), time (S1, S2, S3) and sex (female, male), a 3 × 3 × 2 repeated measures ANOVA was conducted followed by post hoc comparisons (Bonfer- roni) with alpha level set at α ≤ 0.05 a priori.  /  / At baseline, except for ankle dorsi exion angle, no sig- ni cant differences in kinematics and kinetics were found neither across the male groups (VIS, VER, CTRL) nor across the female groups (VIS, VER, CTRL) (n.s.).",,,,,,,,44.804595947266,-93.137100219727,-1,
R_eDrvdDFxzX8OdCp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 17:50:08,2016-07-15 17:50:44,1,3,114,3,1,3,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2cqsRQEk4i41UKp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 17:50:45,2016-07-15 17:51:39,1,3,116,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3nDIltyBQCslDlg,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 17:51:40,2016-07-15 17:52:10,1,3,117,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1d3SpV22dgJXl6K,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 17:57:14,2016-07-15 17:58:24,1,3,119,3,1,1,1,Header under table:  / *P   0.05 vs. control; †P   0.01 vs. control.,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_26m6hi7BapD80uc,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 18:01:29,2016-07-15 18:02:03,1,3,121,3,1,6,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_pcvU6Re2Wf8b16h,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-15 18:02:04,2016-07-15 18:03:42,1,3,122,3,1,2,1,,,,1,Baseline demographics and OR data were not signicant different (Table 2).,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1nZ0YbojJQDP68e,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 10:47:52,2016-07-16 10:48:21,1,3,123,3,5,2,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1OJihWGbLXHWIMC,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 10:51:49,2016-07-16 10:54:43,1,3,124,3,1,1,1,"The RELOAD and CONTROL groups were comparable in age, sex distribution, and anthropometric measures",,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1jNYntcTPOeUSat,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:13:56,2016-07-16 11:14:46,1,3,128,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3Pnp9GZZLV9f5N4,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:14:47,2016-07-16 11:19:18,1,3,131,3,1,2,1,"Randomisation resulted in similar baseline and injury characteristics in the two groups (table 1), except for a relative predominance of patients with comorbid- ities in the plaster group, and the dominant side was affected more frequently in the early mobilisation group.",,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_7UTlq0NUEPQQWOd,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:19:19,2016-07-16 11:21:06,1,3,133,3,1,2,1,Baseline differences were tested for each variable with a one-way analysis of variance (ANOVA). /  / Header under table:  / *Significant differences between groups (P < 0.05).,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2fHVHHiIdlP4tRb,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:21:07,2016-07-16 11:29:44,1,3,134,3,1,1,1,Tricky study...first combined baseline characteristics with post data and also included p values for pre vs post... I counted this as a baseline table but not for p values in baseline table because p values weren't used to compare differences at baseline between groups,,,1,Differences between the groups before the start of the intervention were tested with an unpaired t-test. /  / No differences were observed between the groups before the intervention. ,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_W0gsKHn7DPfvZv3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:33:48,2016-07-16 11:44:04,1,3,137,3,5,1,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_1juClIWjmBqytM9,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:44:05,2016-07-16 11:49:04,1,3,138,3,1,1,1,1) p values present in baseline table because header under table: Independent t-tests showed no differences between the 2 randomized groups at baseline (all P   0.05). /  / 2) MICT was the control because it's traditional so I counted as RCT,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2VPEOcLaNh5AvVg,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:50:57,2016-07-16 11:53:48,1,3,141,3,1,2,1,Authors adjusted for baseline characteristics differences so I counted this as them comparing baseline differences through statistics,,,1,"o determine if the variables of interest were balanced between the randomised arms, we performed Pearson χ2 test or exact tests for categorical data and one-way analysis of vari- ance between the three groups for continuous data.  /  / The baseline characteristics are shown in table 1. For the primary outcome, analysis adjustments were made for the baseline variables maximum pain score and MRI volume of oedema.",,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2Skrc5qRi3nNfX7,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:53:49,2016-07-16 11:54:39,1,3,143,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2a9RoknhAXUwdL9,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 11:54:40,2016-07-16 12:05:11,1,3,144,3,1,7,2,1) This is a secondary analysis of data from a previous RCT...I included as an individually RCT but we should discuss /  / 2) No mention of statistics used. Forty-four participants had neither received nor started their allocated intervention and were excluded. Data from 340 participants were included in the analyses. The intervention groups were comparable on all measured variables at baseline. A complete overview of baseline variables has been published elsewhere.6 ,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2aLyXGjJbooLQm4,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:09:50,2016-07-16 12:13:32,1,3,147,3,1,1,1,"1) Table 1-3 were the baseline characteristics... / header below table 3: †Significant difference for preintervention values between groups (P   0.05). /  / 2) Text: There were also no significant differences in age, fasting blood glucose, 2-h OGTT, RMR, TEE24, body mass or measures of body composition, exercise performance (except for V ̇ O2peak in liters/min and tV ̇ O2peak, P   0.05; see Table 3), insulin sensitivity, or substrate utilization (P   0.05; Tables 1–3).",,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1kRC9GlXyKjsPte,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:13:33,2016-07-16 12:15:36,1,3,148,3,1,1,1,,,,1,"Subject characteris- tics, which have been previously reported (21), are shown in Table 1. The HIT and the MIT groups did not differ sig- nificantly in age, BMI, V ̇O2peak, and psychological test scores assessed before the training intervention. ",,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2uWbVO2B3IDcptl,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:15:37,2016-07-16 12:16:16,1,3,150,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3rPx5cT96cMVRz7,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:16:17,2016-07-16 12:16:50,1,3,151,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1QAE7j994ZUR1xp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:16:52,2016-07-16 12:19:02,1,3,153,3,1,3,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_28zVSPZnx4PxjJ0,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:19:02,2016-07-16 12:21:56,1,3,155,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1mFdZjHBu4Ki794,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:26:44,2016-07-16 12:27:17,1,3,159,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_u3v1pyJd3DzB0sx,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:27:18,2016-07-16 12:30:28,1,3,160,3,1,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2f2MgRKLjx8cQUP,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 15:12:53,2016-07-17 15:13:16,1,1,33,3,1,1,2,,1,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2Pimf5IeC46sgB5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 15:13:17,2016-07-17 15:14:58,1,1,53,3,1,6,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1FKfXtzO8yS9AlA,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 15:25:59,2016-07-17 15:27:11,1,1,3,3,3,3,1,,1,,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2WJuO5e04VhKgA1,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 15:27:12,2016-07-17 18:16:10,1,1,50,3,1,2,1,,,,,,,,,,,,1,44.97590637207,-93.216598510742,-1,
R_0O53LVCaNQFQthf,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 18:16:12,2016-07-17 18:50:46,1,1,64,3,1,1,1,,,,1,"Comparisons of all the BFlh architectural variables at / baseline displayed no significant differences between the / concentric and eccentric training group in legs that were to be / trained (i.e., the training leg) (P 9 0.05; d range, 0.22–0.43)",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3fOuFch7IxS0wFW,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 18:50:47,2016-07-17 18:52:18,1,1,78,3,1,2,2,,,,1,The GT group comprised 13 male and 17 female knee joints and / the RG group 10 male and 20 female knee joints (n.s.).,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1Ca74m4vzFmL0A3,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 18:52:18,2016-07-17 18:53:59,1,1,112,3,1,2,2,,,,1,Differences between groups at baseline were determined using a multivariate ANOVA.,,,,,,,,44.97590637207,-93.216598510742,-1,
R_Y4WLz5dU1PWHtUB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-16 12:30:29,2016-07-17 20:41:25,1,3,125,3,3,5,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_eG2u6cBoHLujRm1,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 20:44:22,2016-07-17 20:45:51,1,3,59,3,1,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_rlupY8G5iE2fU3f,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 20:45:52,2016-07-17 20:49:53,1,3,64,3,1,1,1,,,,1," Comparisons of all the BFlh architectural variables at baseline displayed no significant differences between the concentric and eccentric training group in legs that were to be trained (i.e., the training leg) (P 9 0.05; d range, 0.22–0.43).",,,1,,,,,44.804595947266,-93.137100219727,-1,
R_p6OT5RXcIou8eHf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 20:49:54,2016-07-17 20:53:38,1,3,83,3,1,2,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2QzfbUjrYpW9GkU,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 20:57:49,2016-07-17 21:05:21,1,3,139,3,5,1,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_upPDupiY791CMkV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 21:05:22,2016-07-17 21:07:31,1,3,38,3,1,1,1,,,,,,,,,,,1,,44.804595947266,-93.137100219727,-1,
R_3fCS53SxHfDbZyH,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 21:10:26,2016-07-17 21:20:38,1,3,87,3,2,5,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1NrlLao4YKuTe2P,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-17 21:20:39,2016-07-17 21:21:58,1,3,50,3,1,2,1,,,,,,,,,,,,1,44.804595947266,-93.137100219727,-1,
R_ST2Q63OOSIa94J3,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-17 22:31:35,2016-07-17 22:32:24,1,1,87,3,2,5,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_d6CZv9cYGaaDIWh,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 10:12:48,2016-07-19 10:13:31,1,1,2,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_d5xxSeQMLLGKyR7,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 10:46:04,2016-07-19 10:46:44,1,1,6,3,1,3,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1B0eBxrB6ii81Zb,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 10:47:48,2016-07-19 10:48:23,1,1,13,3,1,1,1,"Laterality did not differ between groups either, nor there was any significant / difference between groups for the variables of the preoperative evaluation, as shown in Table 1 (p > 0.05 for all),",1,,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_eDRFs4Suotb0aOx,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 10:50:24,2016-07-19 10:50:45,1,1,19,3,1,1,1,There was no significant difference in age between the four test groups (n.s.).,1,,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_aXFFkokd6FuJvDL,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 10:57:05,2016-07-19 10:59:22,1,1,66,3,1,1,1,,,,1,"At inclusion, the subjects / demographics for the groups were as follows: 4HIIT (n = 12; / seven women; age, 39 T 10 yr; weight, 91.7 T 17.4 kg; height, / 170.7 T 9 cm; BMI, 31.4 T 5.3 kgImj2), 1HIIT (n = 9; 6 / women; age, 45 T 8 yr; weight, 91.1 T 10.1 kg; height, 172.0 T / 5.7 cm; BMI, 30.8 T kgImj2), and MICT (n = 9; 5 women; / age, 41 T 10 yr; weight, 89.5 T 12.4 kg; height, 175.5 T / 8.8 cm; BMI, 29 T 2.7 kgImj2). There were no statistical / differences between groups regarding these parameters.",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_eJx9kRQheXha3cx,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 11:02:07,2016-07-19 11:02:17,1,1,138,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_5hzXA924HOT0m0J,Default Response Set,Anonymous,,,131.212.249.91,0,2016-07-19 11:03:45,2016-07-19 11:04:13,1,1,148,3,1,1,1,,,,1,"The HIT and the MIT groups did not differ significantly / in age, BMI, V˙ O2peak, and psychological test / scores assessed before the training intervention. The training / intervention increased V˙ O2peak (P = 0.002) and Loadpeak / (P G 0.001)",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3wb3NfWRJ0APfjT,Default Response Set,Anonymous,,,160.94.208.112,0,2016-07-19 13:36:55,2016-07-19 13:37:00,1,1,137,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_URs2cwo9g7PyNfH,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 15:46:33,2016-07-19 15:53:21,1,1,162,3,5,5,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2PciIsJvqi2ZPnm,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 15:57:33,2016-07-19 16:00:38,1,1,164,3,1,1,1,,,,1,There wereno significant differences between control and intervention chil-dren for any demographic or background variables and for actualor perceived skill at baseline.,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_DeffQIya3LmvWWl,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:00:39,2016-07-19 16:03:54,1,1,166,3,1,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3EbQXSBqYaADQ2e,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:03:55,2016-07-19 16:05:05,1,1,167,3,1,3,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_TdvPPxRuetfH7A5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:10:57,2016-07-19 16:12:39,1,1,170,3,1,3,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_3fkuutTWC9sHPbd,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:12:41,2016-07-19 16:14:52,1,1,171,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3MRNvnKoHts9Yqs,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:16:35,2016-07-19 16:21:51,1,1,174,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_RDAWCe73HwRSBsl,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:24:16,2016-07-19 16:27:14,1,1,177,3,1,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2WJwFhXJ2qeXvBh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:27:15,2016-07-19 16:29:46,1,1,178,3,1,2,1,,,,,,,,,,,1,,44.97590637207,-93.216598510742,-1,
R_74Enbdr1mjpy4Gp,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:30:23,2016-07-19 16:30:29,1,1,28,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_RJP2Lh2qWajIkF3,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:29:47,2016-07-19 16:31:44,1,1,179,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1JDfjpB3k32Ff66,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:31:44,2016-07-19 16:33:32,1,1,180,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_yOZ1t5gLVdJPMxX,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:33:33,2016-07-19 16:36:48,1,1,182,3,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1HdIgkYflPXuD2j,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:36:49,2016-07-19 16:39:39,1,1,183,3,1,2,1,There were no meaningful differences in baseline variables between the groups (TABLE 1).,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1q24gAOMN7IO6g5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:39:41,2016-07-19 16:43:45,1,1,184,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2c8dN7NerJzhz6o,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:43:46,2016-07-19 16:45:40,1,1,185,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_YXoBbRnkXHE8z8R,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 16:45:42,2016-07-19 16:48:51,1,1,186,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3ikScAWa8QZzU4X,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 17:04:37,2016-07-19 17:09:41,1,1,191,3,1,2,1,Table 1 contains baseline info with other info.,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_XoCLw5HaYoiSaYN,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-19 17:13:35,2016-07-19 17:15:52,1,1,194,3,1,2,1,,,,,,,,,,,1,,44.97590637207,-93.216598510742,-1,
